id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
parrot-candelabra-Kiv1zP,Parrot Candelabra,"The Parrot Candelabra showcases a detailed blue parrot perched on a gold-finished branch adorned with leaves and flowers. It holds three candles, each placed in a delicately patterned blue and white holder, and is crafted from durable polyresin for long-lasting elegance.Material: Polyresin and metalDimensions: 9x22x31.5 cm",https://joyandco.com/product/parrot-candelabra-Kiv1zP,https://joyandco.com/storage/app/public/product/2025-02-20-67b788e4bf67e.webp,https://joyandco.com/storage/app/public/product/2025-02-20-67b788e4c8b26.webp,in stock,377.00 AED,WERNS,new,230911,parrot-candelabra-Kiv1zP,
parrot-candle-holder-2AqvCv,Parrot Candle Holder,"The Parrot Candle Holder set includes two pieces in blue and gold. Made from durable polyresin, each holder features a detailed parrot on an ornate base with floral patterns and gold accents.Material: PolyresinDimensions: 14x13x39.5cmAvailable in a set of 2",https://joyandco.com/product/parrot-candle-holder-2AqvCv,https://joyandco.com/storage/app/public/product/2025-02-20-67b7885dbea36.webp,https://joyandco.com/storage/app/public/product/2025-02-20-67b7885dcc06f.webp,in stock,640.00 AED,WERNS,new,2784,parrot-candle-holder-2AqvCv,
pastel-sorbet-vase-OrKZAc,Pastel Sorbet Vase,"A sculptural statement with serious personality. The Pastel Sorbet Vase stands with a cascade of glossy, multicolored spheres in dreamy pastel tones of blue, pink, and green. Crafted from stoneware and finished with a glazed gradient effect, it’s perfect for adding height and playfulness to your décor.Material: StonewareDimensions: 24.5x24.5x40cmEach piece is handmade, so slight variations or imperfections are part of its unique charm.",https://joyandco.com/product/pastel-sorbet-vase-OrKZAc,https://joyandco.com/storage/app/public/product/2025-07-23-6880d17f7295d.webp,https://joyandco.com/storage/app/public/product/2025-07-23-6880d17fa82e2.webp,in stock,850.00 AED,KERSTEN,new,602,pastel-sorbet-vase-OrKZAc,
pastello-mint-ruffle-vase-zKFMUT,Pastello Mint Ruffle Vase,"This mint glass vase stands out with its fluid, ruffled silhouette and a bold orange rim — a playful contrast that brings character and light to any space. Handmade and artisanal in feel, it showcases the gentle transparency and delicate color blending that define the Pastello line.Perfect as a statement piece or filled with fresh blooms, it adds a touch of modern elegance to consoles, dining tables, or sideboards.Dimensions: 21×33 cmMaterial: GlassThese vases are handmade, and slight imperfections or small air bubbles are part of their natural charm and unique character.",https://joyandco.com/product/pastello-mint-ruffle-vase-zKFMUT,https://joyandco.com/storage/app/public/product/2025-11-25-6925a54d849b1.webp,https://joyandco.com/storage/app/public/product/2025-11-25-6925a54e67f68.webp,in stock,603.00 AED,RITUALI DOMESTICI,new,602,pastello-mint-ruffle-vase-zKFMUT,
pastello-pink-ruffle-vase-WUjo3L,Pastello Pink Ruffle Vase,"This pink glass vase features a fluid, ruffled silhouette trimmed with a delicate green rim — a refined contrast that brings charm, color, and lightness to any interior. Handmade and artisanal in feel, it captures the gentle transparency and subtle color blending that define the Pastello line.Beautiful as a standalone art piece or styled with fresh blooms, it adds a touch of modern elegance to consoles, dining tables, and sideboards.Dimensions: 21×29 cmMaterial: GlassThese vases are handmade, and slight imperfections or small air bubbles are part of their natural charm and unique character.",https://joyandco.com/product/pastello-pink-ruffle-vase-WUjo3L,https://joyandco.com/storage/app/public/product/2025-11-25-6925a8552fbbd.webp,https://joyandco.com/storage/app/public/product/2025-11-25-6925a856194d2.webp,in stock,647.00 AED,RITUALI DOMESTICI,new,602,pastello-pink-ruffle-vase-WUjo3L,
pastello-rosewood-vase-D972XH,Pastello Rosewood Vase,"Part of the Pastello collection, this vase brings together soft pastel tones and playful glass accents for a contemporary, sculptural look. Handmade in glass paste, it highlights the beauty of transparency and subtle color blending, creating an elegant, luminous presence in any room.The rose-toned body is complemented by two artistic glass dots — one in soft plum and the other in vibrant orange — adding contrast, depth, and a unique design element. With its clean cylindrical silhouette and smooth, glossy finish, it stands beautifully on its own or filled with fresh or dried florals.Crafted through refined glasswork techniques and delicate chromatic mixing, each piece in the Pastello line expresses originality, craftsmanship, and a softly modern aesthetic.Dimensions: 27 × 23 × 18 cmMaterial: GlassThese vases are handmade, and slight imperfections or small air bubbles are part of their natural charm and unique character.",https://joyandco.com/product/pastello-rosewood-vase-D972XH,https://joyandco.com/storage/app/public/product/2025-11-25-69259774a32a7.webp,https://joyandco.com/storage/app/public/product/2025-11-25-69259774dafe5.webp,in stock,674.00 AED,RITUALI DOMESTICI,new,602,pastello-rosewood-vase-D972XH,
pastello-sahara-vase-fYRdlM,Pastello Sahara Vase,"Part of the Pastello collection, this vase brings together soft pastel tones and playful glass accents for a contemporary, sculptural look. Handmade in glass paste, it highlights the beauty of transparency and subtle color blending, creating an elegant, luminous presence in any room.The neutral sand-toned body is contrasted by two vibrant glass dots — one in cobalt blue and the other in warm oramge — adding a striking artistic touch. With its clean cylindrical form and smooth finish, it stands beautifully on its own or filled with fresh or dried florals.Crafted through refined glasswork techniques and delicate chromatic mixing, each piece in the Pastello line expresses originality, craftsmanship, and a softly modern aesthetic.Dimensions: 27 × 24.5 × 18 cmMaterial: GlassThese vases are handmade, and slight imperfections or small air bubbles are part of their natural charm and unique character.",https://joyandco.com/product/pastello-sahara-vase-fYRdlM,https://joyandco.com/storage/app/public/product/2025-11-25-692596bd77d1b.webp,https://joyandco.com/storage/app/public/product/2025-11-25-692596bdbab48.webp,in stock,559.00 AED,RITUALI DOMESTICI,new,602,pastello-sahara-vase-fYRdlM,
pearl-parade-bowl-9Og8cu,Pearl Parade Bowl,"Elegant with a twist, the Pearl Parade Bowl transforms everyday moments into sculptural statements. Crafted from ivory-hued stoneware and rimmed with glossy ceramic spheres-just like pearls, this bowl is the perfect blend of modern minimalism and playful design. Whether used as a fruit bowl, centerpiece, or purely decorative object, this piece is here to shake up your space with personality. Because basics don’t have to be boring.Material: StonewareDimensions: 37.5x37.5x15.3cmNot suitable for dishwasher use.Each piece is handmade, so slight variations or imperfections are part of its unique charm.",https://joyandco.com/product/pearl-parade-bowl-9Og8cu,https://joyandco.com/storage/app/public/product/2025-07-23-6880f36d1ffe3.webp,https://joyandco.com/storage/app/public/product/2025-07-23-6880f36da19fb.webp,in stock,720.00 AED,KERSTEN,new,3498,pearl-parade-bowl-9Og8cu,
pearl-parade-oval-serving-tray-9xGRxq,Pearl Parade Oval Serving Tray,"Striking, sculptural, and full of personality. This ivory stoneware tray is edged with  spheres - just like pearls - adding a bold, playful twist to any setting. Ideal as a centerpiece, a fruit bowl, or a display for snacks and bites. However you use it, one thing’s certain: it’s anything but ordinary.Material: StonewareDimensions: 44x29x9 cmNot suitable for dishwasher use",https://joyandco.com/product/pearl-parade-oval-serving-tray-9xGRxq,https://joyandco.com/storage/app/public/product/2025-07-23-6880dfd31ebd0.webp,https://joyandco.com/storage/app/public/product/2025-07-23-6880dfd34d1b5.webp,in stock,540.00 AED,KERSTEN,new,6456,pearl-parade-oval-serving-tray-9xGRxq,
pearl-parade-round-serving-tray-q4w3aS,Pearl Parade Round Serving Tray,"Striking, sculptural, and full of personality. This ivory stoneware tray is edged with spheres - just like pearls - adding a bold, playful twist to any setting. Ideal as a centerpiece, a fruit bowl, or a display for snacks and bites. However you use it, one thing’s certain: it’s anything but ordinary.Material: StonewareDimensions: 37.5x37.5x9cmNot suitable for dishwasher use",https://joyandco.com/product/pearl-parade-round-serving-tray-q4w3aS,https://joyandco.com/storage/app/public/product/2025-07-23-6880e31f4f131.webp,https://joyandco.com/storage/app/public/product/2025-07-23-6880e31f7c13d.webp,in stock,535.00 AED,KERSTEN,new,6456,pearl-parade-round-serving-tray-q4w3aS,
pegasus-breakfast-plate-rOnjMj,Pegasus Breakfast Plate,The Pegasus Breakfast Plate has a stunningly creative design that will remind you of life’s magic in the small things. The elegant hand-painted pegasus in the middle of the plate effortlessly elevates your breakfast table.Specifications:• Material: ceramic• Measurements: 220 x 220 x 20 mm• Dishwasher and microwave safe• Handmade in Portugal,https://joyandco.com/product/pegasus-breakfast-plate-rOnjMj,https://joyandco.com/storage/app/public/product/2025-02-21-67b8240ae4efc.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b8240b331c8.webp,in stock,155.00 AED,ANNA + NINA,new,3553,pegasus-breakfast-plate-rOnjMj,
pegasus-striped-cake-platter-gGfYcN,Pegasus Striped Cake Platter,The Pegasus Striped Cake Plate makes your favourite cake look even more delicious. Enjoy your treat to reveal the elegantly hand-painted pegasus in the middle of the plate that effortlessly elevates your high tea or dessert set-up.Specifications:• Material: ceramic• Measurements: 290 x 290 x 100 mm• Dishwasher safe• Handmade in Portugal,https://joyandco.com/product/pegasus-striped-cake-platter-gGfYcN,https://joyandco.com/storage/app/public/product/2025-02-21-67b82310efdcb.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b8231148848.webp,in stock,350.00 AED,ANNA + NINA,new,3553,pegasus-striped-cake-platter-gGfYcN,
petra-candle-holder-5RJlNo,Petra Green Candle Holder,"The Petra Candle Holder, featuring a swirled disc design and vibrant color options in lime green, blush pink, and purple glass, brings a modern and stylish touch to any space.Material: GlassDimensions: 9.5x9.5x13cm",https://joyandco.com/product/petra-candle-holder-5RJlNo,https://joyandco.com/storage/app/public/product/2025-02-20-67b787d9a2540.webp,https://joyandco.com/storage/app/public/product/2025-02-20-67b787d9af318.webp,in stock,75.00 AED,WERNS,new,2784,petra-candle-holder-5RJlNo,
petra-pink-candle-holder-gmftTY,Petra Pink Candle Holder,"The Petra Candle Holder, featuring a swirled disc design and vibrant color options in lime green, blush pink, and purple glass, brings a modern and stylish touch to any space.Material: GlassDimensions: 9.5x9.5x13cm",https://joyandco.com/product/petra-pink-candle-holder-gmftTY,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8474a0feb.webp,,in stock,75.00 AED,WERNS,new,2784,petra-pink-candle-holder-gmftTY,
petra-purple-candle-holder-4rsvSz,Petra Purple Candle Holder,"The Petra Candle Holder, featuring a swirled disc design and vibrant color options in lime green, blush pink, and purple glass, brings a modern and stylish touch to any space.Material: GlassDimensions: 9.5x9.5x13cm",https://joyandco.com/product/petra-purple-candle-holder-4rsvSz,https://joyandco.com/storage/app/public/product/2025-02-26-67bf84cc4a23f.webp,,in stock,75.00 AED,WERNS,new,2784,petra-purple-candle-holder-4rsvSz,
philine-candle-holder-hGtibu,Philine Candle Holder,"The Philine Candle Holder with its layered sphere silhouette and vibrant combination of lime green and soft blush pink glass, adds a modern and stylish touch to any space.Material: GlassDimensions: 8.5x8.5x22 cm",https://joyandco.com/product/philine-candle-holder-hGtibu,https://joyandco.com/storage/app/public/product/2025-02-26-67bf83b66ccf9.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbdf53489d9.webp,in stock,95.00 AED,WERNS,new,2784,philine-candle-holder-hGtibu,
photo-album-moments-that-matters-the-most-xJouCk,Photo Album - Moments that Matters the Most,"Discover PRINTWORKS' bestselling Moments that Matter the Most coffee table photo album, featuring an elegant beige cloth cover with gold foiled text.The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories.Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.Material: Cover in clothPages: 30 pages of high-quality white photo paper in size 28x21 cmColor: BeigeDimensions: 33 x 27 x 5 cm",https://joyandco.com/product/photo-album-moments-that-matters-the-most-xJouCk,https://joyandco.com/storage/app/public/product/2025-09-01-68b5b7e740cef.webp,https://joyandco.com/storage/app/public/product/2025-09-01-68b5b7e75f539.webp,in stock,258.00 AED,PRINTWORKS,new,602,photo-album-moments-that-matters-the-most-xJouCk,
pine-scalloped-dinner-plate-EmNJaO,Pine Scalloped Dinner Plate,The Pine Scalloped Dinner Plate has a dazzling design that effortlessly illuminates your table setting. The hand-painted beautiful pine-green stripes around the outer circle of the sculpted plates make the item fun and extraordinary.Specifications:• Material: ceramic• Measurements: 270 x 270 x 31 mm• Dishwasher and microwave safe• Handmade in Portugal,https://joyandco.com/product/pine-scalloped-dinner-plate-EmNJaO,https://joyandco.com/storage/app/public/product/2025-02-21-67b8247d3f560.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b8247dad328.webp,in stock,165.00 AED,ANNA + NINA,new,3553,pine-scalloped-dinner-plate-EmNJaO,
